Game Date DH Vis  Hom  Lg Inn By  Occ Batter            Scoring                          Play                 Note   Players
"07/26/2015   TOR  SEA  AL  4  SEA 1-3 Ryan Goins        3/G/TP.3XH(362);1X3(2)        3*-6-2*-2*            Mark Trumbo 1b, Brad Miller ss, Mike Zunino c"
"09/01/2015 1 ARI  COL  NL  9  COL 12- Paul Goldschmidt  6/L/TP.2X2(64);1X1(43)        6*-4*-3*              Jose Reyes ss, D.J. LeMahieu 2b, Ben Paulsen 1b"
"04/22/2016   TEX  CHA  AL  7  CHA 123 Mitch Moreland    9/L/TP.1X1(93);3XH(32625)     9*-3*-2-6-2-5*        Adam Eaton rf, Jose Abreu 1b, Dioner Navarro c, Tyler Saladino ss, Todd Frazier 3b"
"04/29/2016   MIA  MIL  NL  5  MIL 12- Marcell Ozuna     5(2)4(1)3/GTP                 5*-4*-3*              Aaron Hill 3b, Yadiel Rivera 2b, Chris Carter 1b"
"05/18/2016   HOU  CHA  AL  8  CHA 12- George Springer   5(2)4(1)3/GTP                 5*-4*-3*              Todd Frazier 3b, Brett Lawrie 2b, Jose Abreu 1b"
"07/08/2016   ATL  CHA  IL  3  CHA 12- Freddie Freeman   6(2)6(1)3/GTP                 6*-6*-3*              Tim Anderson ss, Jose Abreu 1b"
"07/29/2016   WAS  SFN  NL  8  WAS 123 Brandon Crawford  3(B)3(1)5(3)/LTP              3*-3*-5*              Ryan Zimmerman 1b, Anthony Rendon 3b"
"08/07/2016   PHI  SDN  NL  7  PHI 12- Jabari Blash      5(2)4(1)3/GTP                 5*-4*-3*              Maikel Franco 3b, Cesar Hernandez 2b, Tommy Joseph 1b"
"09/23/2016   CIN  MIL  NL  1  MIL 12- Joey Votto        3(B)3(1)6(2)/LTP              3*-3*-6*              Chris Carter 1b, Orlando Arcia ss"
"05/02/2017   BAL  BOS  AL  8  BAL 12- Jackie Bradley Jr 64(2)4(1)3/PTP                6-4*-4*-3*            J.J. Hardy ss, Jonathan Schoop 2b, Chris Davis 1b"
"06/01/2017   MIN  ANA  AL  4  MIN 12- Jefry Marte       5(2)4(1)3/GTP                 5*-4*-3*              Miguel Sano 3b, Brian Dozer 2b, Joe Mauer 1b"
"07/25/2017   CIN  NYA  IL  2  CIN 123 Todd Frazier      6(1)3/G/TP.2X3(356)           6*-3*-5-6*            Jose Peraza ss, Joey Votto 1b, Eugenio Suarez 3b"
"08/03/2017   DET  BAL  AL  2  BAL 12- James McCann      5(2)4(1)3/GTP                 5*-4*-3*              Manny Machado 3b, Jonathon Schoop, 2b, Chris Davis 1b"
"08/15/2017   SLN  BOS  IL  4  BOS 12- Yadier Molina     5(2)4(1)3/GTP                 5*-4*-3*              Rafael Devers 3b, Eduardo Nunez 2b, Mitch Moreland 1b"
"08/27/2017   CHN  PHI  NL  5  PHI 12- Javier Baez       7/L/TP/MREV.2x2(74);1x1(43)   7*-4*-3*              Rhys Hoskins lf, Cesar Hernandez 2b, Tommy Joseph 1b"
"09/08/2017   DET  TOR  AL  6  DET 12- Kevin Pillar      5(2)4(1)3/GTP                 5*-4*-3*              Jeimer Candelario 3b, Ian Kinsler 2b, Efren Navarro 1b"
"04/19/2018   HOU  SEA  AL  4  SEA 12- Evan Gattis       5(2)4(1)3/GTP                 5*-4*-3*              Kyle Seager 3b, Robinson Cano 2b, Daniel Vogelbach 1b"
"08/16/2018   ANA  TEX  AL  4  TEX 123 David Fletcher    5(2)5(3)4(1)/GTP              5*-5*-4*              Jurickson Profar 3b, Rougned Odor 2b"
"05/22/2019   CHA  HOU  AL  3  CHA 12- Jake Marisnick    5(2)4(1)3/GTP                 5*-4*-3*              Yoan Moncada 3b, Yolmer Sanches 2b, Jose Abreu 1b"
"07/22/2019   NYA  MIN  AL  1  MIN 12- Edwin Encarnacion 5(2)4(1)3/GTP                 5*-4*-3*              Luis Arraez 3b, Jonathan Schoop 2b, Miguel Sano 1b"
"08/07/2019   ATL  MIN  IL  3  MIN 123 Tyler Flowers     5(2)4(1)3/GTP                 5*-4*-3*              Migues Sano 3b, Jonathan Schoop 2b, C.J. Cron 1b"
"07/29/2020   CHN  CIN  NL  7  CHN 123 Shogo Akiyama     5(B)5(3)3(1)/LTP              5*-5*-3*              Kris Bryant 3b, Ian Happ 1b"
"09/27/2020   MIL  SLN  NL  8  MIL 12- Yadier Molina     5(2)4(1)3/GTP                 5*-4*-3*              Jace Peterson 3b, Keston Hiura 2b, Jedd Gyorko 1b"
"04/17/2021   CLE  CIN  IL  8  CIN 1-3 Josh Naylor       3(B)3(1)5(3)/LTP              3*-3*-5*              Joey Votto 1b, Max Schrock 3b"
"05/21/2021   CHA  NYA  AL  9  NYA 12- Andrew Vaughn     5(2)4(1)3/GTP                 5*-4*-3*              Gio Urshela 3b, Rougned Odor 2b, Luke Voit 1b"
"06/06/2021   MIN  KCA  AL  3  MIN 12- Nicky Lopez       3(B)6(2)4(1)/TP/BP            3*-6*-4*              Miguel Sano 1b, Andrelton Simmons ss, Nick Gordon 2b"
"06/17/2021   NYA  TOR  AL  1  NYA -23 Vlad Guerrero Jr. 13/TP.3XH(3625);2X3(56)       13*-625*-6*           Micheael King p, DJ LeMahieu 1b, Gleyber Torres ss, Gary Sanchez c, Gio Urshela 3b"
"06/20/2021   OAK  NYA  AL  9  NYA 12- Sean Murphy       5(2)4(1)3/GTP                 5*-4*-3*              Gio Urshela 3b, DJ LeMahieu 2b, Chris Gittens 1b"
"04/20/2022   TEX  SEA  AL  1  TEX 12- Jesse Winker      3/L3+/TP.2X2(36);1X1(3)       3*-3*-6*              Nathaniel Lowe 1b, Corey Seager ss"
"05/20/2022   WAS  MIL  NL  7  WAS 12- Luis Urias        5(2)4(1)3/GTP                 5*-4*-3*              Maikel Franco 3b, Cesar Hernandez 2b, Josh Bell, 1b"
"07/04/2022   MIN  CHA  AL  7  MIN 12- AJ Pollock        8/F89XD+/TP.2X2(5);1X1(85)    8*-5*                 Byron Buxton cf, Gio Urshela 3b"
"08/22/2022   TEX  MIN  AL  4  MIN 12- Nathaniel Lowe    3/L3+/TP.2X2(36);1X1(3)       3*-3*-6*              Jose Miranda 1b, Carlos Correa ss"
"09/18/2022   BAL  TOR  AL  3  BAL 12- Matt Chapman      6/L6/TP.2X2(64);1X1(43)       6*-4*-3*              Jorge Mateo ss, Terrin Vavra 2b, Jesus Aguilar 1b"
"09/20/2022   ANA  TEX  AL  6  TEX 12- Max Stassi        5(2)4(1)3/GTP                 5*-4*-3*              Josh Jung 3b, Marcus Semien 2b, Nathaniel Lowe 1b"
